cell_id,municipio,time_bucket,dia_tipo,hour,centroid_lat,centroid_lon,n_requests,n_drivers_available,supply_demand_ratio,demand_density,cancel_rate
1-0-16,1,entre_semana_07,entre_semana,7,16.701349,-93.115484,1,3,3.0,11.11,1.0
1-0-16,1,entre_semana_15,entre_semana,15,16.701349,-93.115484,1,7,7.0,11.11,0.0
1-0-17,1,entre_semana_07,entre_semana,7,16.701349,-93.112786,1,4,4.0,11.11,1.0
1-0-17,1,fin_de_semana_13,fin_de_semana,13,16.701349,-93.112786,1,5,5.0,11.11,0.0
1-0-18,1,entre_semana_04,entre_semana,4,16.701349,-93.110088,1,3,3.0,11.11,0.0
1-0-18,1,entre_semana_20,entre_semana,20,16.701349,-93.110088,1,6,6.0,11.11,0.0
1-0-18,1,fin_de_semana_12,fin_de_semana,12,16.701349,-93.110088,1,5,5.0,11.11,0.0
1-0-20,1,entre_semana_10,entre_semana,10,16.701349,-93.104692,1,3,3.0,11.11,0.0
1-0-20,1,fin_de_semana_22,fin_de_semana,22,16.701349,-93.104692,1,0,0.0,11.11,0.0
1-0-21,1,entre_semana_13,entre_semana,13,16.701349,-93.101994,1,4,4.0,11.11,1.0
1-0-22,1,entre_semana_08,entre_semana,8,16.701349,-93.099296,1,2,2.0,11.11,1.0
1-0-22,1,entre_semana_22,entre_semana,22,16.701349,-93.099296,1,6,6.0,11.11,0.0
1-0-22,1,fin_de_semana_20,fin_de_semana,20,16.701349,-93.099296,1,4,4.0,11.11,0.0
1-0-23,1,entre_semana_09,entre_semana,9,16.701349,-93.096598,1,3,3.0,11.11,0.0
1-0-24,1,entre_semana_18,entre_semana,18,16.701349,-93.0939,1,4,4.0,11.11,1.0
1-0-24,1,fin_de_semana_07,fin_de_semana,7,16.701349,-93.0939,1,3,3.0,11.11,0.0
1-0-24,1,fin_de_semana_18,fin_de_semana,18,16.701349,-93.0939,1,4,4.0,11.11,0.0
1-0-24,1,fin_de_semana_21,fin_de_semana,21,16.701349,-93.0939,1,2,2.0,11.11,0.0
1-0-26,1,entre_semana_14,entre_semana,14,16.701349,-93.088504,1,0,0.0,11.11,0.0
1-0-26,1,fin_de_semana_21,fin_de_semana,21,16.701349,-93.088504,1,4,4.0,11.11,0.0
1-0-27,1,entre_semana_14,entre_semana,14,16.701349,-93.085806,1,4,4.0,11.11,0.0
1-0-27,1,fin_de_semana_19,fin_de_semana,19,16.701349,-93.085806,1,5,5.0,11.11,0.0
1-0-29,1,entre_semana_07,entre_semana,7,16.701349,-93.08041,1,2,2.0,11.11,1.0
1-1-0,1,entre_semana_02,entre_semana,2,16.704047,-93.158651,1,4,4.0,11.11,0.0
1-1-2,1,entre_semana_13,entre_semana,13,16.704047,-93.153255,1,6,6.0,11.11,0.0
1-1-2,1,fin_de_semana_13,fin_de_semana,13,16.704047,-93.153255,1,3,3.0,11.11,1.0
1-1-5,1,entre_semana_00,entre_semana,0,16.704047,-93.145161,1,2,2.0,11.11,0.0
1-1-5,1,entre_semana_07,entre_semana,7,16.704047,-93.145161,1,4,4.0,11.11,0.0
1-1-5,1,entre_semana_09,entre_semana,9,16.704047,-93.145161,1,3,3.0,11.11,0.0
1-1-6,1,fin_de_semana_07,fin_de_semana,7,16.704047,-93.142463,1,3,3.0,11.11,1.0
1-1-6,1,fin_de_semana_17,fin_de_semana,17,16.704047,-93.142463,1,2,2.0,11.11,0.0
1-1-7,1,entre_semana_18,entre_semana,18,16.704047,-93.139765,1,8,8.0,11.11,0.0
1-1-8,1,entre_semana_01,entre_semana,1,16.704047,-93.137067,1,5,5.0,11.11,0.0
1-1-8,1,entre_semana_17,entre_semana,17,16.704047,-93.137067,1,3,3.0,11.11,1.0
1-1-8,1,fin_de_semana_08,fin_de_semana,8,16.704047,-93.137067,1,3,3.0,11.11,0.0
1-1-9,1,entre_semana_08,entre_semana,8,16.704047,-93.134369,1,1,1.0,11.11,1.0
1-1-10,1,fin_de_semana_07,fin_de_semana,7,16.704047,-93.131671,1,3,3.0,11.11,1.0
1-1-11,1,entre_semana_08,entre_semana,8,16.704047,-93.128973,1,6,6.0,11.11,0.0
1-1-12,1,entre_semana_09,entre_semana,9,16.704047,-93.126275,1,3,3.0,11.11,0.0
1-1-12,1,entre_semana_19,entre_semana,19,16.704047,-93.126275,1,5,5.0,11.11,0.0
1-1-12,1,fin_de_semana_19,fin_de_semana,19,16.704047,-93.126275,1,5,5.0,11.11,0.0
1-1-13,1,entre_semana_07,entre_semana,7,16.704047,-93.123577,1,3,3.0,11.11,0.0
1-1-13,1,entre_semana_13,entre_semana,13,16.704047,-93.123577,1,4,4.0,11.11,0.0
1-1-14,1,entre_semana_18,entre_semana,18,16.704047,-93.12088,1,6,6.0,11.11,0.0
1-1-15,1,entre_semana_19,entre_semana,19,16.704047,-93.118182,1,4,4.0,11.11,0.0
1-1-15,1,fin_de_semana_22,fin_de_semana,22,16.704047,-93.118182,1,4,4.0,11.11,0.0
1-1-16,1,entre_semana_04,entre_semana,4,16.704047,-93.115484,1,5,5.0,11.11,0.0
1-1-17,1,entre_semana_02,entre_semana,2,16.704047,-93.112786,1,5,5.0,11.11,0.0
1-1-17,1,entre_semana_05,entre_semana,5,16.704047,-93.112786,1,3,3.0,11.11,0.0
1-1-17,1,entre_semana_15,entre_semana,15,16.704047,-93.112786,1,2,2.0,11.11,0.0
1-1-17,1,entre_semana_16,entre_semana,16,16.704047,-93.112786,1,1,1.0,11.11,0.0
1-1-17,1,entre_semana_17,entre_semana,17,16.704047,-93.112786,1,3,3.0,11.11,0.0
1-1-17,1,entre_semana_20,entre_semana,20,16.704047,-93.112786,1,6,6.0,11.11,0.0
1-1-18,1,entre_semana_08,entre_semana,8,16.704047,-93.110088,1,2,2.0,11.11,1.0
1-1-18,1,fin_de_semana_00,fin_de_semana,0,16.704047,-93.110088,1,2,2.0,11.11,0.0
1-1-19,1,entre_semana_19,entre_semana,19,16.704047,-93.10739,1,7,7.0,11.11,1.0
1-1-20,1,fin_de_semana_07,fin_de_semana,7,16.704047,-93.104692,1,6,6.0,11.11,1.0
1-1-21,1,entre_semana_19,entre_semana,19,16.704047,-93.101994,1,1,1.0,11.11,1.0
1-1-22,1,entre_semana_07,entre_semana,7,16.704047,-93.099296,1,4,4.0,11.11,1.0
1-1-22,1,entre_semana_08,entre_semana,8,16.704047,-93.099296,1,4,4.0,11.11,0.0
1-1-22,1,entre_semana_18,entre_semana,18,16.704047,-93.099296,1,7,7.0,11.11,1.0
1-1-22,1,fin_de_semana_07,fin_de_semana,7,16.704047,-93.099296,1,7,7.0,11.11,0.0
1-1-23,1,entre_semana_08,entre_semana,8,16.704047,-93.096598,1,1,1.0,11.11,1.0
1-1-24,1,entre_semana_05,entre_semana,5,16.704047,-93.0939,1,1,1.0,11.11,0.0
1-1-26,1,entre_semana_18,entre_semana,18,16.704047,-93.088504,1,3,3.0,11.11,1.0
1-1-26,1,fin_de_semana_20,fin_de_semana,20,16.704047,-93.088504,1,5,5.0,11.11,0.0
1-1-27,1,entre_semana_07,entre_semana,7,16.704047,-93.085806,1,3,3.0,11.11,1.0
1-1-27,1,fin_de_semana_00,fin_de_semana,0,16.704047,-93.085806,1,1,1.0,11.11,0.0
1-1-29,1,entre_semana_07,entre_semana,7,16.704047,-93.08041,1,6,6.0,11.11,0.0
1-1-29,1,entre_semana_12,entre_semana,12,16.704047,-93.08041,1,2,2.0,11.11,0.0
1-2-0,1,fin_de_semana_07,fin_de_semana,7,16.706745,-93.158651,1,6,6.0,11.11,0.0
1-2-1,1,entre_semana_07,entre_semana,7,16.706745,-93.155953,2,3,1.5,22.22,0.0
1-2-1,1,entre_semana_12,entre_semana,12,16.706745,-93.155953,1,3,3.0,11.11,0.0
1-2-2,1,entre_semana_16,entre_semana,16,16.706745,-93.153255,1,7,7.0,11.11,1.0
1-2-3,1,entre_semana_01,entre_semana,1,16.706745,-93.150557,1,5,5.0,11.11,0.0
1-2-3,1,entre_semana_09,entre_semana,9,16.706745,-93.150557,1,3,3.0,11.11,0.0
1-2-3,1,entre_semana_14,entre_semana,14,16.706745,-93.150557,1,2,2.0,11.11,0.0
1-2-3,1,fin_de_semana_18,fin_de_semana,18,16.706745,-93.150557,1,3,3.0,11.11,0.0
1-2-5,1,entre_semana_08,entre_semana,8,16.706745,-93.145161,1,3,3.0,11.11,0.0
1-2-5,1,entre_semana_09,entre_semana,9,16.706745,-93.145161,1,4,4.0,11.11,1.0
1-2-6,1,entre_semana_01,entre_semana,1,16.706745,-93.142463,1,6,6.0,11.11,0.0
1-2-6,1,entre_semana_13,entre_semana,13,16.706745,-93.142463,1,4,4.0,11.11,0.0
1-2-7,1,entre_semana_11,entre_semana,11,16.706745,-93.139765,1,3,3.0,11.11,0.0
1-2-7,1,fin_de_semana_18,fin_de_semana,18,16.706745,-93.139765,1,3,3.0,11.11,0.0
1-2-8,1,entre_semana_18,entre_semana,18,16.706745,-93.137067,1,2,2.0,11.11,0.0
1-2-10,1,entre_semana_17,entre_semana,17,16.706745,-93.131671,1,4,4.0,11.11,1.0
1-2-10,1,fin_de_semana_19,fin_de_semana,19,16.706745,-93.131671,1,3,3.0,11.11,0.0
1-2-11,1,entre_semana_20,entre_semana,20,16.706745,-93.128973,1,5,5.0,11.11,0.0
1-2-12,1,entre_semana_10,entre_semana,10,16.706745,-93.126275,1,0,0.0,11.11,0.0
1-2-12,1,entre_semana_17,entre_semana,17,16.706745,-93.126275,1,1,1.0,11.11,1.0
1-2-13,1,entre_semana_01,entre_semana,1,16.706745,-93.123577,1,0,0.0,11.11,0.0
1-2-14,1,entre_semana_03,entre_semana,3,16.706745,-93.12088,1,4,4.0,11.11,0.0
1-2-14,1,entre_semana_08,entre_semana,8,16.706745,-93.12088,1,5,5.0,11.11,0.0
1-2-14,1,entre_semana_14,entre_semana,14,16.706745,-93.12088,1,3,3.0,11.11,0.0
1-2-17,1,entre_semana_07,entre_semana,7,16.706745,-93.112786,1,6,6.0,11.11,0.0
1-2-18,1,fin_de_semana_18,fin_de_semana,18,16.706745,-93.110088,1,1,1.0,11.11,0.0
1-2-19,1,entre_semana_16,entre_semana,16,16.706745,-93.10739,1,5,5.0,11.11,0.0
1-2-19,1,entre_semana_21,entre_semana,21,16.706745,-93.10739,1,5,5.0,11.11,0.0
1-2-20,1,entre_semana_09,entre_semana,9,16.706745,-93.104692,1,2,2.0,11.11,1.0
1-2-20,1,entre_semana_17,entre_semana,17,16.706745,-93.104692,1,2,2.0,11.11,0.0
1-2-21,1,entre_semana_17,entre_semana,17,16.706745,-93.101994,1,4,4.0,11.11,1.0
1-2-21,1,fin_de_semana_09,fin_de_semana,9,16.706745,-93.101994,2,3,1.5,22.22,0.5
1-2-21,1,fin_de_semana_13,fin_de_semana,13,16.706745,-93.101994,1,5,5.0,11.11,0.0
1-2-22,1,entre_semana_02,entre_semana,2,16.706745,-93.099296,1,4,4.0,11.11,0.0
1-2-23,1,fin_de_semana_00,fin_de_semana,0,16.706745,-93.096598,1,6,6.0,11.11,0.0
1-2-25,1,entre_semana_09,entre_semana,9,16.706745,-93.091202,1,0,0.0,11.11,0.0
1-2-26,1,entre_semana_13,entre_semana,13,16.706745,-93.088504,1,6,6.0,11.11,0.0
1-2-26,1,entre_semana_20,entre_semana,20,16.706745,-93.088504,1,4,4.0,11.11,0.0
1-2-26,1,fin_de_semana_22,fin_de_semana,22,16.706745,-93.088504,1,5,5.0,11.11,0.0
1-2-27,1,entre_semana_08,entre_semana,8,16.706745,-93.085806,1,4,4.0,11.11,0.0
1-2-27,1,entre_semana_19,entre_semana,19,16.706745,-93.085806,1,4,4.0,11.11,0.0
1-2-28,1,entre_semana_23,entre_semana,23,16.706745,-93.083108,1,4,4.0,11.11,0.0
1-2-28,1,fin_de_semana_21,fin_de_semana,21,16.706745,-93.083108,1,3,3.0,11.11,0.0
1-2-29,1,fin_de_semana_17,fin_de_semana,17,16.706745,-93.08041,1,3,3.0,11.11,1.0
1-3-1,1,entre_semana_00,entre_semana,0,16.709443,-93.155953,1,6,6.0,11.11,0.0
1-3-1,1,entre_semana_04,entre_semana,4,16.709443,-93.155953,1,5,5.0,11.11,0.0
1-3-1,1,fin_de_semana_17,fin_de_semana,17,16.709443,-93.155953,1,3,3.0,11.11,1.0
1-3-2,1,entre_semana_08,entre_semana,8,16.709443,-93.153255,1,3,3.0,11.11,0.0
1-3-2,1,entre_semana_22,entre_semana,22,16.709443,-93.153255,1,6,6.0,11.11,0.0
1-3-2,1,fin_de_semana_22,fin_de_semana,22,16.709443,-93.153255,1,3,3.0,11.11,0.0
1-3-3,1,entre_semana_08,entre_semana,8,16.709443,-93.150557,1,1,1.0,11.11,0.0
1-3-3,1,entre_semana_14,entre_semana,14,16.709443,-93.150557,1,2,2.0,11.11,0.0
1-3-3,1,fin_de_semana_09,fin_de_semana,9,16.709443,-93.150557,1,1,1.0,11.11,0.0
1-3-5,1,entre_semana_16,entre_semana,16,16.709443,-93.145161,1,2,2.0,11.11,0.0
1-3-5,1,fin_de_semana_14,fin_de_semana,14,16.709443,-93.145161,1,5,5.0,11.11,0.0
1-3-5,1,fin_de_semana_21,fin_de_semana,21,16.709443,-93.145161,1,2,2.0,11.11,0.0
1-3-6,1,entre_semana_13,entre_semana,13,16.709443,-93.142463,1,7,7.0,11.11,0.0
1-3-6,1,fin_de_semana_07,fin_de_semana,7,16.709443,-93.142463,1,5,5.0,11.11,0.0
1-3-6,1,fin_de_semana_09,fin_de_semana,9,16.709443,-93.142463,2,7,3.5,22.22,1.0
1-3-7,1,entre_semana_18,entre_semana,18,16.709443,-93.139765,1,5,5.0,11.11,0.0
1-3-8,1,fin_de_semana_07,fin_de_semana,7,16.709443,-93.137067,1,2,2.0,11.11,0.0
1-3-13,1,fin_de_semana_21,fin_de_semana,21,16.709443,-93.123577,1,5,5.0,11.11,0.0
1-3-14,1,entre_semana_18,entre_semana,18,16.709443,-93.12088,1,3,3.0,11.11,1.0
1-3-15,1,entre_semana_17,entre_semana,17,16.709443,-93.118182,1,2,2.0,11.11,0.0
1-3-15,1,entre_semana_23,entre_semana,23,16.709443,-93.118182,1,3,3.0,11.11,0.0
1-3-15,1,fin_de_semana_17,fin_de_semana,17,16.709443,-93.118182,1,4,4.0,11.11,0.0
1-3-16,1,entre_semana_10,entre_semana,10,16.709443,-93.115484,1,5,5.0,11.11,0.0
1-3-16,1,fin_de_semana_08,fin_de_semana,8,16.709443,-93.115484,1,3,3.0,11.11,0.0
1-3-16,1,fin_de_semana_21,fin_de_semana,21,16.709443,-93.115484,1,5,5.0,11.11,0.0
1-3-18,1,entre_semana_06,entre_semana,6,16.709443,-93.110088,1,7,7.0,11.11,0.0
1-3-18,1,entre_semana_12,entre_semana,12,16.709443,-93.110088,1,7,7.0,11.11,0.0
1-3-19,1,entre_semana_00,entre_semana,0,16.709443,-93.10739,1,4,4.0,11.11,0.0
1-3-19,1,fin_de_semana_08,fin_de_semana,8,16.709443,-93.10739,1,3,3.0,11.11,0.0
1-3-21,1,fin_de_semana_05,fin_de_semana,5,16.709443,-93.101994,1,3,3.0,11.11,0.0
1-3-22,1,entre_semana_16,entre_semana,16,16.709443,-93.099296,1,3,3.0,11.11,0.0
1-3-23,1,entre_semana_18,entre_semana,18,16.709443,-93.096598,1,8,8.0,11.11,0.0
1-3-24,1,fin_de_semana_08,fin_de_semana,8,16.709443,-93.0939,1,3,3.0,11.11,0.0
1-3-24,1,fin_de_semana_10,fin_de_semana,10,16.709443,-93.0939,1,3,3.0,11.11,0.0
1-3-25,1,entre_semana_20,entre_semana,20,16.709443,-93.091202,1,1,1.0,11.11,0.0
1-3-26,1,entre_semana_18,entre_semana,18,16.709443,-93.088504,1,2,2.0,11.11,0.0
1-3-26,1,fin_de_semana_02,fin_de_semana,2,16.709443,-93.088504,1,1,1.0,11.11,1.0
1-3-26,1,fin_de_semana_17,fin_de_semana,17,16.709443,-93.088504,1,1,1.0,11.11,0.0
1-3-26,1,fin_de_semana_19,fin_de_semana,19,16.709443,-93.088504,1,1,1.0,11.11,0.0
1-3-28,1,fin_de_semana_21,fin_de_semana,21,16.709443,-93.083108,1,6,6.0,11.11,0.0
1-3-29,1,entre_semana_15,entre_semana,15,16.709443,-93.08041,1,3,3.0,11.11,0.0
1-4-0,1,entre_semana_01,entre_semana,1,16.712141,-93.158651,1,8,8.0,11.11,0.0
1-4-1,1,entre_semana_07,entre_semana,7,16.712141,-93.155953,1,3,3.0,11.11,0.0
1-4-1,1,entre_semana_08,entre_semana,8,16.712141,-93.155953,1,6,6.0,11.11,0.0
1-4-1,1,entre_semana_09,entre_semana,9,16.712141,-93.155953,1,4,4.0,11.11,0.0
1-4-1,1,entre_semana_17,entre_semana,17,16.712141,-93.155953,1,5,5.0,11.11,0.0
1-4-1,1,fin_de_semana_08,fin_de_semana,8,16.712141,-93.155953,1,1,1.0,11.11,1.0
1-4-2,1,entre_semana_08,entre_semana,8,16.712141,-93.153255,1,2,2.0,11.11,0.0
1-4-2,1,fin_de_semana_05,fin_de_semana,5,16.712141,-93.153255,1,6,6.0,11.11,0.0
1-4-2,1,fin_de_semana_13,fin_de_semana,13,16.712141,-93.153255,1,3,3.0,11.11,0.0
1-4-3,1,entre_semana_09,entre_semana,9,16.712141,-93.150557,1,3,3.0,11.11,1.0
1-4-3,1,fin_de_semana_08,fin_de_semana,8,16.712141,-93.150557,1,3,3.0,11.11,0.0
1-4-3,1,fin_de_semana_17,fin_de_semana,17,16.712141,-93.150557,1,2,2.0,11.11,1.0
1-4-4,1,entre_semana_09,entre_semana,9,16.712141,-93.147859,3,3,1.0,33.33,0.0
1-4-4,1,entre_semana_17,entre_semana,17,16.712141,-93.147859,1,6,6.0,11.11,1.0
1-4-4,1,fin_de_semana_07,fin_de_semana,7,16.712141,-93.147859,1,7,7.0,11.11,0.0
1-4-5,1,entre_semana_23,entre_semana,23,16.712141,-93.145161,1,4,4.0,11.11,0.0
1-4-5,1,fin_de_semana_08,fin_de_semana,8,16.712141,-93.145161,1,2,2.0,11.11,0.0
1-4-6,1,entre_semana_06,entre_semana,6,16.712141,-93.142463,1,6,6.0,11.11,0.0
1-4-6,1,fin_de_semana_06,fin_de_semana,6,16.712141,-93.142463,1,4,4.0,11.11,0.0
1-4-6,1,fin_de_semana_22,fin_de_semana,22,16.712141,-93.142463,1,2,2.0,11.11,1.0
1-4-7,1,entre_semana_13,entre_semana,13,16.712141,-93.139765,1,1,1.0,11.11,0.0
1-4-7,1,entre_semana_17,entre_semana,17,16.712141,-93.139765,1,4,4.0,11.11,1.0
1-4-8,1,entre_semana_20,entre_semana,20,16.712141,-93.137067,1,2,2.0,11.11,1.0
1-4-9,1,entre_semana_19,entre_semana,19,16.712141,-93.134369,2,3,1.5,22.22,0.5
1-4-11,1,fin_de_semana_20,fin_de_semana,20,16.712141,-93.128973,1,4,4.0,11.11,0.0
1-4-13,1,entre_semana_06,entre_semana,6,16.712141,-93.123577,1,5,5.0,11.11,0.0
1-4-13,1,fin_de_semana_18,fin_de_semana,18,16.712141,-93.123577,1,1,1.0,11.11,0.0
1-4-14,1,entre_semana_08,entre_semana,8,16.712141,-93.12088,1,5,5.0,11.11,1.0
1-4-14,1,entre_semana_17,entre_semana,17,16.712141,-93.12088,1,3,3.0,11.11,0.0
1-4-17,1,entre_semana_08,entre_semana,8,16.712141,-93.112786,1,8,8.0,11.11,0.0
1-4-17,1,fin_de_semana_04,fin_de_semana,4,16.712141,-93.112786,1,5,5.0,11.11,0.0
1-4-19,1,entre_semana_00,entre_semana,0,16.712141,-93.10739,2,2,1.0,22.22,0.0
1-4-19,1,entre_semana_07,entre_semana,7,16.712141,-93.10739,2,5,2.5,22.22,0.5
1-4-19,1,fin_de_semana_07,fin_de_semana,7,16.712141,-93.10739,1,6,6.0,11.11,0.0
1-4-21,1,entre_semana_09,entre_semana,9,16.712141,-93.101994,1,0,0.0,11.11,0.0
1-4-21,1,entre_semana_17,entre_semana,17,16.712141,-93.101994,1,1,1.0,11.11,0.0
1-4-21,1,entre_semana_19,entre_semana,19,16.712141,-93.101994,1,3,3.0,11.11,0.0
1-4-23,1,entre_semana_04,entre_semana,4,16.712141,-93.096598,1,1,1.0,11.11,0.0
1-4-23,1,entre_semana_20,entre_semana,20,16.712141,-93.096598,1,2,2.0,11.11,0.0
1-4-24,1,entre_semana_09,entre_semana,9,16.712141,-93.0939,2,3,1.5,22.22,0.0
1-4-24,1,entre_semana_13,entre_semana,13,16.712141,-93.0939,1,3,3.0,11.11,0.0
1-4-25,1,fin_de_semana_22,fin_de_semana,22,16.712141,-93.091202,1,4,4.0,11.11,0.0
1-4-26,1,entre_semana_15,entre_semana,15,16.712141,-93.088504,1,4,4.0,11.11,0.0
1-4-26,1,fin_de_semana_23,fin_de_semana,23,16.712141,-93.088504,1,3,3.0,11.11,0.0
1-4-27,1,entre_semana_09,entre_semana,9,16.712141,-93.085806,1,4,4.0,11.11,0.0
1-4-28,1,entre_semana_08,entre_semana,8,16.712141,-93.083108,1,5,5.0,11.11,1.0
1-4-29,1,entre_semana_09,entre_semana,9,16.712141,-93.08041,1,6,6.0,11.11,1.0
1-4-29,1,fin_de_semana_19,fin_de_semana,19,16.712141,-93.08041,1,2,2.0,11.11,0.0
1-5-0,1,entre_semana_20,entre_semana,20,16.714839,-93.158651,1,5,5.0,11.11,0.0
1-5-3,1,entre_semana_07,entre_semana,7,16.714839,-93.150557,1,7,7.0,11.11,0.0
1-5-3,1,entre_semana_09,entre_semana,9,16.714839,-93.150557,1,2,2.0,11.11,0.0
1-5-3,1,entre_semana_13,entre_semana,13,16.714839,-93.150557,1,3,3.0,11.11,0.0
1-5-3,1,fin_de_semana_19,fin_de_semana,19,16.714839,-93.150557,1,5,5.0,11.11,0.0
1-5-4,1,entre_semana_13,entre_semana,13,16.714839,-93.147859,1,6,6.0,11.11,1.0
1-5-8,1,fin_de_semana_08,fin_de_semana,8,16.714839,-93.137067,1,4,4.0,11.11,1.0
1-5-9,1,entre_semana_09,entre_semana,9,16.714839,-93.134369,1,6,6.0,11.11,1.0
1-5-9,1,entre_semana_22,entre_semana,22,16.714839,-93.134369,1,5,5.0,11.11,0.0
1-5-10,1,entre_semana_17,entre_semana,17,16.714839,-93.131671,1,2,2.0,11.11,1.0
1-5-11,1,entre_semana_17,entre_semana,17,16.714839,-93.128973,1,2,2.0,11.11,0.0
1-5-12,1,entre_semana_20,entre_semana,20,16.714839,-93.126275,1,3,3.0,11.11,0.0
1-5-13,1,entre_semana_23,entre_semana,23,16.714839,-93.123577,1,4,4.0,11.11,0.0
1-5-14,1,entre_semana_06,entre_semana,6,16.714839,-93.12088,1,4,4.0,11.11,0.0
1-5-14,1,entre_semana_09,entre_semana,9,16.714839,-93.12088,1,4,4.0,11.11,0.0
1-5-15,1,entre_semana_07,entre_semana,7,16.714839,-93.118182,1,4,4.0,11.11,0.0
1-5-16,1,entre_semana_01,entre_semana,1,16.714839,-93.115484,1,7,7.0,11.11,0.0
1-5-17,1,entre_semana_05,entre_semana,5,16.714839,-93.112786,1,4,4.0,11.11,0.0
1-5-17,1,entre_semana_12,entre_semana,12,16.714839,-93.112786,1,12,12.0,11.11,0.0
1-5-18,1,entre_semana_08,entre_semana,8,16.714839,-93.110088,1,6,6.0,11.11,0.0
1-5-18,1,fin_de_semana_21,fin_de_semana,21,16.714839,-93.110088,1,1,1.0,11.11,0.0
1-5-19,1,entre_semana_08,entre_semana,8,16.714839,-93.10739,2,5,2.5,22.22,0.0
1-5-20,1,entre_semana_17,entre_semana,17,16.714839,-93.104692,1,2,2.0,11.11,1.0
1-5-20,1,entre_semana_20,entre_semana,20,16.714839,-93.104692,1,7,7.0,11.11,0.0
1-5-20,1,fin_de_semana_17,fin_de_semana,17,16.714839,-93.104692,1,8,8.0,11.11,0.0
1-5-21,1,entre_semana_07,entre_semana,7,16.714839,-93.101994,1,3,3.0,11.11,0.0
1-5-21,1,entre_semana_20,entre_semana,20,16.714839,-93.101994,1,7,7.0,11.11,0.0
1-5-22,1,entre_semana_03,entre_semana,3,16.714839,-93.099296,1,2,2.0,11.11,1.0
1-5-22,1,entre_semana_13,entre_semana,13,16.714839,-93.099296,1,2,2.0,11.11,1.0
